name,country,tier,display,cost,rent,cost_source,rent_source,salary_h1b,fh,ubs_risk,prod_cost_delta%,prod_rent_delta%
塔林,爱沙尼亚,B,keep,1952,742,v4:US3200×geomean(wbPLI=0.63;digPLI=0.67)×prem1×Eurostat-PLI0.94,cost×rentShare(0.38),,,,-18.3,-42
福冈,日本,C,warn,1635,621,v4:US3200×geomean(wbPLI=0.62;digPLI=0.42)×prem1×none1.00,cost×rentShare(0.38),,96,,-35.5,-54.8
巴厘岛,印度尼西亚,C,warn,978,274,v4:US3200×geomean(wbPLI=0.30;digPLI=0.31)×prem1×none1.00,cost×rentShare(0.28),,57,,63.8,-5.5
岘港,越南,C,warn,827,232,v4:US3200×geomean(wbPLI=0.29;digPLI=0.23)×prem1×none1.00,cost×rentShare(0.28),,19,,-14.9,-53.4
波尔图,葡萄牙,B,keep,1742,662,v4:US3200×geomean(wbPLI=0.57;digPLI=0.72)×prem1×Eurostat-PLI0.85,cost×rentShare(0.38),,96,,-21.8,-43.9
瓦伦西亚,西班牙,B,keep,2245,853,v4:US3200×geomean(wbPLI=0.61;digPLI=0.93)×prem1×Eurostat-PLI0.93,cost×rentShare(0.38),,90,,-3.6,-31.5
斯普利特,克罗地亚,B,keep,1064,404,v4:US3200×geomean(wbPLI=0.49;digPLI=undefined)×prem1×Eurostat-PLI0.69,cost×rentShare(0.38),,83,,-44.5,-59.2
普吉岛,泰国,C,warn,1236,396,v4:US3200×geomean(wbPLI=0.30;digPLI=0.50)×prem1×none1.00,cost×rentShare(0.32),,36,,10.3,-32.2
蒙得维的亚,乌拉圭,C,warn,2311,740,v4:US3200×geomean(wbPLI=0.66;digPLI=undefined)×prem1.1×none1.00,cost×rentShare(0.32),,,,19.4,-3.3
拉斯帕尔马斯,西班牙,B,keep,2245,853,v4:US3200×geomean(wbPLI=0.61;digPLI=0.93)×prem1×Eurostat-PLI0.93,cost×rentShare(0.38),,90,,-3.6,-31.5
槟城,马来西亚,C,warn,1176,376,v4:US3200×geomean(wbPLI=0.31;digPLI=0.44)×prem1×none1.00,cost×rentShare(0.32),,53,,-23.9,-55
弗洛里亚诺波利斯,巴西,C,warn,1352,433,v4:US3200×geomean(wbPLI=0.46;digPLI=0.39)×prem1×none1.00,cost×rentShare(0.32),,72,,-20.2,-34.3
京都,日本,C,warn,1635,621,v4:US3200×geomean(wbPLI=0.62;digPLI=0.42)×prem1×none1.00,cost×rentShare(0.38),,96,,-37.2,-56
卡萨布兰卡,摩洛哥,C,warn,1353,379,v4:US3200×geomean(wbPLI=0.40;digPLI=0.45)×prem1×none1.00,cost×rentShare(0.28),,37,,59.4,70
惠灵顿,新西兰,C,warn,2710,1030,v4:US3200×geomean(wbPLI=0.89;digPLI=0.67)×prem1.1×none1.00,cost×rentShare(0.38),,99,,-11.4,-27.5
维尔纽斯,立陶宛,B,keep,1357,516,v4:US3200×geomean(wbPLI=0.53;digPLI=0.61)×prem1×Eurostat-PLI0.74,cost×rentShare(0.38),,,,-33.2,-51.3
里加,拉脱维亚,A,keep,1406,798,v4:US3200×geomean(wbPLI=0.54;digPLI=0.61)×prem1×Eurostat-PLI0.77,InsideAirbnb×13.6,,,,-32.1,-26.4
尼科西亚,塞浦路斯,B,keep,1874,712,v4:US3200×geomean(wbPLI=0.61;digPLI=undefined)×prem1×Eurostat-PLI0.95,cost×rentShare(0.38),,,,-22.2,-44.9
圣多明各,多米尼加,D,drop,,,null,null,,,,,
基多,厄瓜多尔,D,drop,,,null,null,,,,,
阿克拉,加纳,C,warn,954,210,v4:US3200×geomean(wbPLI=0.30;digPLI=undefined)×prem1×none1.00,cost×rentShare(0.22),,,,-25.6,-40.5
亚的斯亚贝巴,埃塞俄比亚,C,warn,1214,267,v4:US3200×geomean(wbPLI=0.34;digPLI=undefined)×prem1.1×none1.00,cost×rentShare(0.22),,,,-1.2,-20.5
